"lat","long","flight"
-24.9158511,151.9281969,0
-24.9277137,151.9195195,0
-24.9282717,151.919585,0
-24.9308233,151.9144559,0
-24.9268735,151.9087353,0
-24.9266981,151.9045059,0
-24.9433659,151.8739836,0
-24.9402418,151.8719414,0
-24.9519398,151.6926923,0
-24.9649581,151.6712886,0
-24.9609967,151.6613455,0
-24.9647759,151.6586608,0
-24.9687067,151.65654,0
-24.9614543,151.6595332,0
-24.9531908,151.6938954,0
-24.9226914,151.8723932,0
-24.9268168,151.8750144,0
-24.9314354,151.8747831,0
-24.9304131,151.8815276,0
-24.9274627,151.8767916,0
-24.9234868,151.8942599,0
-24.9158511,151.9281969,0
-24.9158511,151.9281969,0
-24.9208587,151.9371144,0
-24.925991,151.9340919,0
-24.9317045,151.9088768,0
-24.9339316,151.9093372,0
-24.9327251,151.8916693,0
-24.9334052,151.8966502,0
-24.932077,151.8904294,0
-24.9353641,151.8856478,0
-24.9299495,151.8790216,0
-24.9462344,151.8828136,0
-24.9491408,151.8826794,0
-24.9474857,151.8886425,0
-25.0333685,151.8498546,0
-25.0407244,151.845361,0
-25.0430142,151.8410399,0
-25.0488301,151.8539497,0
-25.0557944,151.8551747,0
-25.0577224,151.8611589,0
-25.0531565,151.8611688,0
-25.0603397,151.8589499,0
-25.0653544,151.8605807,0
-25.0684328,151.8674982,0
-25.0727521,151.861509,0
-25.0776475,151.8546652,0
-25.0829469,151.858648,0
-25.0673009,151.8504468,0
-25.0648043,151.849192,0
-25.0717194,151.844659,0
-25.0683359,151.8407437,0
-25.072572,151.8395078,0
-25.0793079,151.8348552,0
-25.0763962,151.8341224,0
-25.0711272,151.8284814,0
-25.0742515,151.8218035,0
-25.0755171,151.8149663,0
-25.0816187,151.8100715,0
-25.0811595,151.8008185,0
-25.0774383,151.8007492,0
-25.0705434,151.7983775,0
-25.0659397,151.7938994,0
-25.060471,151.7919556,0
-25.0541874,151.79568,0
-25.0593686,151.7942791,0
-25.0483004,151.788524,0
-25.0411359,151.789828,0
-25.0379336,151.8074032,0
-25.0390752,151.8049767,0
-25.039742,151.8029144,0
-25.0401373,151.8110474,0
-25.03781,151.8165349,0
-25.0346183,151.8215561,0
-25.0420731,151.8176949,0
-25.0505596,151.8193369,0
-25.0562586,151.8127905,0
-25.0644217,151.8092557,0
-25.0668523,151.8169759,0
-25.067253,151.8254988,0
-25.0645885,151.8330169,0
-25.0628495,151.8381882,0
-25.0607102,151.8418682,0
-25.0510257,151.8417141,0
-25.0524175,151.8379729,0
-25.0475958,151.8363747,0
-25.0403543,151.8313341,0
-25.0483057,151.8300701,0
-25.05361,151.8292053,0
-25.0564531,151.8249709,0
-25.0528047,151.8186562,0
-25.0549826,151.8159817,0
-25.0542096,151.8081831,0
-25.057099,151.8028583,0
-25.0670841,151.8107078,0
-25.0776435,151.819683,0
-25.0864504,151.8292827,0
-25.0939947,151.8282776,0
-25.096625,151.8234755,0
-25.1022982,151.7885576,0
-25.0917454,151.7898339,0
-25.0650518,151.7907551,0
-25.0704286,151.7938793,0
-25.0768587,151.7948384,0
-25.0838611,151.7959716,0
-25.087945,151.7996915,0
-25.0921119,151.8040365,0
-25.093939,151.8048395,0
-25.0981336,151.8041281,0
-25.1026817,151.8028344,0
-25.0986421,151.8161009,0
-25.0909325,151.8185676,0
-25.0927268,151.8244289,0
-25.0864877,151.8306866,0
-25.0917997,151.8354023,0
-25.1051286,151.8439332,0
-25.1001703,151.8423199,0
-25.0938713,151.8367444,0
-25.0914586,151.8414965,0
-25.0909383,151.8501642,0
-25.0870956,151.8564623,0
-25.0891822,151.8568504,0
-25.0868875,151.8500571,0
-25.099978,151.8575762,0
-25.1167445,151.8633394,0
-25.1144836,151.8512536,0
-25.1077049,151.8562702,0
-25.1013605,151.8561115,0
-25.0935243,151.8576659,0
-25.0913393,151.8641504,0
-25.0843823,151.8671982,0
-25.0794882,151.8687657,0
-25.0542871,151.8721571,0
-25.0431848,151.8649963,0
-25.0445452,151.863106,0
-25.0392539,151.865985,0
-25.0379491,151.8630045,0
-25.0394685,151.8578863,0
-25.0375185,151.8583825,0
-24.9521316,151.8865617,0
-24.9516856,151.8938908,0
-24.9451002,151.8962891,0
-24.9421495,151.9014124,0
-24.9461612,151.9068584,0
-24.9398878,151.9119857,0
-24.94523,151.9135015,0
-24.9415245,151.9156391,0
-24.9443724,151.9184976,0
-24.9478365,151.9234958,0
-24.9455315,151.9263653,0
-24.9408231,151.9240222,0
-24.9386833,151.9279186,0
-24.9489551,151.9372944,0
-24.9491217,151.9388882,0
-24.9468345,151.9358052,0
-24.9398184,151.9374789,0
-24.9434492,151.9480619,0
-24.939575,151.9482552,0
-24.9277685,151.9507579,0
-24.924378,151.9460397,0
-24.9102859,151.9448466,0
-24.9158511,151.9281969,0
-24.9158511,151.9281969,0
-24.9158511,151.9281969,0
-24.9158511,151.9281969,0
-24.8950951,151.9094754,0
-24.9025067,151.8989704,0
-24.9042726,151.8929459,0
-24.9074931,151.8862344,0
-24.9144238,151.8838048,0
-24.9154848,151.884342,0
-24.9123202,151.8760976,0
-24.9106542,151.873926,0
-24.8722336,151.832788,0
-24.8600826,151.8244869,0
-24.8632096,151.8161579,0
-24.8657425,151.8120583,0
-24.8587331,151.8170394,0
-24.8617558,151.8000247,0
-24.8642948,151.7930459,0
-24.8588021,151.7881099,0
-24.8730933,151.6963431,0
-24.8725042,151.6857886,0
-24.8660442,151.6798929,0
-24.8730206,151.665356,0
-24.8597726,151.6752737,0
-24.8592521,151.6771861,0
-24.8464087,151.688346,0
-24.8581326,151.6907361,0
-24.850974,151.6991583,0
-24.8571688,151.7022133,0
-24.8404625,151.7985313,0
-24.84392,151.805457,0
-24.8432344,151.8027226,0
-24.8307664,151.8015717,0
-24.8476432,151.8162508,0
-24.8449422,151.8157253,0
-24.8380582,151.8323576,0
-24.8506248,151.8235272,0
-24.8561323,151.8377754,0
-24.8615125,151.8421871,0
-24.8626188,151.8487271,0
-24.8690054,151.8642324,0
-24.8745237,151.8708398,0
-24.8855635,151.9122206,0
-24.9158511,151.9281969,0
-24.9158511,151.9281969,1
-24.9277137,151.9195195,1
-24.9282717,151.919585,1
-24.9308233,151.9144559,1
-24.9268735,151.9087353,1
-24.9266981,151.9045059,1
-24.9433659,151.8739836,1
-24.9402418,151.8719414,1
-24.9519398,151.6926923,1
-24.9649581,151.6712886,1
-24.9609967,151.6613455,1
-24.9647759,151.6586608,1
-24.9687067,151.65654,1
-24.9614543,151.6595332,1
-24.9531908,151.6938954,1
-24.9226914,151.8723932,1
-24.9268168,151.8750144,1
-24.9314354,151.8747831,1
-24.9304131,151.8815276,1
-24.9274627,151.8767916,1
-24.9234868,151.8942599,1
-24.9158511,151.9281969,1
-24.9158511,151.9281969,1
-24.9208587,151.9371144,1
-24.925991,151.9340919,1
-24.9317045,151.9088768,1
-24.9339316,151.9093372,1
-24.9327251,151.8916693,1
-24.9334052,151.8966502,1
-24.932077,151.8904294,1
-24.9353641,151.8856478,1
-24.9299495,151.8790216,1
-24.9462344,151.8828136,1
-24.9491408,151.8826794,1
-24.9474857,151.8886425,1
-25.0333685,151.8498546,1
-25.0407244,151.845361,1
-25.0430142,151.8410399,1
-25.0488301,151.8539497,1
-25.0557944,151.8551747,1
-25.0577224,151.8611589,1
-25.0531565,151.8611688,1
-25.0603397,151.8589499,1
-25.0653544,151.8605807,1
-25.0684328,151.8674982,1
-25.0727521,151.861509,1
-25.0776475,151.8546652,1
-25.0829469,151.858648,1
-25.0673009,151.8504468,1
-25.0648043,151.849192,1
-25.0717194,151.844659,1
-25.0683359,151.8407437,1
-25.072572,151.8395078,1
-25.0793079,151.8348552,1
-25.0763962,151.8341224,1
-25.0711272,151.8284814,1
-25.0742515,151.8218035,1
-25.0755171,151.8149663,1
-25.0816187,151.8100715,1
-25.0811595,151.8008185,1
-25.0774383,151.8007492,1
-25.0705434,151.7983775,1
-25.0659397,151.7938994,1
-25.060471,151.7919556,1
-25.0541874,151.79568,1
-25.0593686,151.7942791,1
-25.0483004,151.788524,1
-25.0411359,151.789828,1
-25.0379336,151.8074032,1
-25.0390752,151.8049767,1
-25.039742,151.8029144,1
-25.0401373,151.8110474,1
-25.03781,151.8165349,1
-25.0346183,151.8215561,1
-25.0420731,151.8176949,1
-25.0505596,151.8193369,1
-25.0562586,151.8127905,1
-25.0644217,151.8092557,1
-25.0668523,151.8169759,1
-25.067253,151.8254988,1
-25.0645885,151.8330169,1
-25.0628495,151.8381882,1
-25.0607102,151.8418682,1
-25.0510257,151.8417141,1
-25.0524175,151.8379729,1
-25.0475958,151.8363747,1
-25.0403543,151.8313341,1
-25.0483057,151.8300701,1
-25.05361,151.8292053,1
-25.0564531,151.8249709,1
-25.0528047,151.8186562,1
-25.0549826,151.8159817,1
-25.0542096,151.8081831,1
-25.057099,151.8028583,1
-25.0670841,151.8107078,1
-25.0776435,151.819683,1
-25.0864504,151.8292827,1
-25.0939947,151.8282776,1
-25.096625,151.8234755,1
-25.1022982,151.7885576,1
-25.0917454,151.7898339,1
-25.0650518,151.7907551,1
-25.0704286,151.7938793,1
-25.0768587,151.7948384,1
-25.0838611,151.7959716,1
-25.087945,151.7996915,1
-25.0921119,151.8040365,1
-25.093939,151.8048395,1
-25.0981336,151.8041281,1
-25.1026817,151.8028344,1
-25.0986421,151.8161009,1
-25.0909325,151.8185676,1
-25.0927268,151.8244289,1
-25.0864877,151.8306866,1
-25.0917997,151.8354023,1
-25.1051286,151.8439332,1
-25.1001703,151.8423199,1
-25.0938713,151.8367444,1
-25.0914586,151.8414965,1
-25.0909383,151.8501642,1
-25.0870956,151.8564623,1
-25.0891822,151.8568504,1
-25.0868875,151.8500571,1
-25.099978,151.8575762,1
-25.1167445,151.8633394,1
-25.1144836,151.8512536,1
-25.1077049,151.8562702,1
-25.1013605,151.8561115,1
-25.0935243,151.8576659,1
-25.0913393,151.8641504,1
-25.0843823,151.8671982,1
-25.0794882,151.8687657,1
-25.0542871,151.8721571,1
-25.0431848,151.8649963,1
-25.0445452,151.863106,1
-25.0392539,151.865985,1
-25.0379491,151.8630045,1
-25.0394685,151.8578863,1
-25.0375185,151.8583825,1
-24.9521316,151.8865617,1
-24.9516856,151.8938908,1
-24.9451002,151.8962891,1
-24.9421495,151.9014124,1
-24.9461612,151.9068584,1
-24.9398878,151.9119857,1
-24.94523,151.9135015,1
-24.9415245,151.9156391,1
-24.9443724,151.9184976,1
-24.9478365,151.9234958,1
-24.9455315,151.9263653,1
-24.9408231,151.9240222,1
-24.9386833,151.9279186,1
-24.9489551,151.9372944,1
-24.9491217,151.9388882,1
-24.9468345,151.9358052,1
-24.9398184,151.9374789,1
-24.9434492,151.9480619,1
-24.939575,151.9482552,1
-24.9277685,151.9507579,1
-24.924378,151.9460397,1
-24.9102859,151.9448466,1
-24.9158511,151.9281969,1
-24.9158511,151.9281969,1
-24.9158511,151.9281969,1
-24.9158511,151.9281969,1
-24.8950951,151.9094754,1
-24.9025067,151.8989704,1
-24.9042726,151.8929459,1
-24.9074931,151.8862344,1
-24.9144238,151.8838048,1
-24.9154848,151.884342,1
-24.9123202,151.8760976,1
-24.9106542,151.873926,1
-24.8722336,151.832788,1
-24.8600826,151.8244869,1
-24.8632096,151.8161579,1
-24.8657425,151.8120583,1
-24.8587331,151.8170394,1
-24.8617558,151.8000247,1
-24.8642948,151.7930459,1
-24.8588021,151.7881099,1
-24.8730933,151.6963431,1
-24.8725042,151.6857886,1
-24.8660442,151.6798929,1
-24.8730206,151.665356,1
-24.8597726,151.6752737,1
-24.8592521,151.6771861,1
-24.8464087,151.688346,1
-24.8581326,151.6907361,1
-24.850974,151.6991583,1
-24.8571688,151.7022133,1
-24.8404625,151.7985313,1
-24.84392,151.805457,1
-24.8432344,151.8027226,1
-24.8307664,151.8015717,1
-24.8476432,151.8162508,1
-24.8449422,151.8157253,1
-24.8380582,151.8323576,1
-24.8506248,151.8235272,1
-24.8561323,151.8377754,1
-24.8615125,151.8421871,1
-24.8626188,151.8487271,1
-24.8690054,151.8642324,1
-24.8745237,151.8708398,1
-24.8855635,151.9122206,1
-24.9158511,151.9281969,1
-24.9158511,151.9281969,2
-24.9277137,151.9195195,2
-24.9282717,151.919585,2
-24.9308233,151.9144559,2
-24.9268735,151.9087353,2
-24.9266981,151.9045059,2
-24.9433659,151.8739836,2
-24.9402418,151.8719414,2
-24.9519398,151.6926923,2
-24.9649581,151.6712886,2
-24.9609967,151.6613455,2
-24.9647759,151.6586608,2
-24.9687067,151.65654,2
-24.9614543,151.6595332,2
-24.9531908,151.6938954,2
-24.9226914,151.8723932,2
-24.9268168,151.8750144,2
-24.9314354,151.8747831,2
-24.9304131,151.8815276,2
-24.9274627,151.8767916,2
-24.9234868,151.8942599,2
-24.9158511,151.9281969,2
-24.9158511,151.9281969,2
-24.9208587,151.9371144,2
-24.925991,151.9340919,2
-24.9317045,151.9088768,2
-24.9339316,151.9093372,2
-24.9327251,151.8916693,2
-24.9334052,151.8966502,2
-24.932077,151.8904294,2
-24.9353641,151.8856478,2
-24.9299495,151.8790216,2
-24.9462344,151.8828136,2
-24.9491408,151.8826794,2
-24.9474857,151.8886425,2
-25.0333685,151.8498546,2
-25.0407244,151.845361,2
-25.0430142,151.8410399,2
-25.0488301,151.8539497,2
-25.0557944,151.8551747,2
-25.0577224,151.8611589,2
-25.0531565,151.8611688,2
-25.0603397,151.8589499,2
-25.0653544,151.8605807,2
-25.0684328,151.8674982,2
-25.0727521,151.861509,2
-25.0776475,151.8546652,2
-25.0829469,151.858648,2
-25.0673009,151.8504468,2
-25.0648043,151.849192,2
-25.0717194,151.844659,2
-25.0683359,151.8407437,2
-25.072572,151.8395078,2
-25.0793079,151.8348552,2
-25.0763962,151.8341224,2
-25.0711272,151.8284814,2
-25.0742515,151.8218035,2
-25.0755171,151.8149663,2
-25.0816187,151.8100715,2
-25.0811595,151.8008185,2
-25.0774383,151.8007492,2
-25.0705434,151.7983775,2
-25.0659397,151.7938994,2
-25.060471,151.7919556,2
-25.0541874,151.79568,2
-25.0593686,151.7942791,2
-25.0483004,151.788524,2
-25.0411359,151.789828,2
-25.0379336,151.8074032,2
-25.0390752,151.8049767,2
-25.039742,151.8029144,2
-25.0401373,151.8110474,2
-25.03781,151.8165349,2
-25.0346183,151.8215561,2
-25.0420731,151.8176949,2
-25.0505596,151.8193369,2
-25.0562586,151.8127905,2
-25.0644217,151.8092557,2
-25.0668523,151.8169759,2
-25.067253,151.8254988,2
-25.0645885,151.8330169,2
-25.0628495,151.8381882,2
-25.0607102,151.8418682,2
-25.0510257,151.8417141,2
-25.0524175,151.8379729,2
-25.0475958,151.8363747,2
-25.0403543,151.8313341,2
-25.0483057,151.8300701,2
-25.05361,151.8292053,2
-25.0564531,151.8249709,2
-25.0528047,151.8186562,2
-25.0549826,151.8159817,2
-25.0542096,151.8081831,2
-25.057099,151.8028583,2
-25.0670841,151.8107078,2
-25.0776435,151.819683,2
-25.0864504,151.8292827,2
-25.0939947,151.8282776,2
-25.096625,151.8234755,2
-25.1022982,151.7885576,2
-25.0917454,151.7898339,2
-25.0650518,151.7907551,2
-25.0704286,151.7938793,2
-25.0768587,151.7948384,2
-25.0838611,151.7959716,2
-25.087945,151.7996915,2
-25.0921119,151.8040365,2
-25.093939,151.8048395,2
-25.0981336,151.8041281,2
-25.1026817,151.8028344,2
-25.0986421,151.8161009,2
-25.0909325,151.8185676,2
-25.0927268,151.8244289,2
-25.0864877,151.8306866,2
-25.0917997,151.8354023,2
-25.1051286,151.8439332,2
-25.1001703,151.8423199,2
-25.0938713,151.8367444,2
-25.0914586,151.8414965,2
-25.0909383,151.8501642,2
-25.0870956,151.8564623,2
-25.0891822,151.8568504,2
-25.0868875,151.8500571,2
-25.099978,151.8575762,2
-25.1167445,151.8633394,2
-25.1144836,151.8512536,2
-25.1077049,151.8562702,2
-25.1013605,151.8561115,2
-25.0935243,151.8576659,2
-25.0913393,151.8641504,2
-25.0843823,151.8671982,2
-25.0794882,151.8687657,2
-25.0542871,151.8721571,2
-25.0431848,151.8649963,2
-25.0445452,151.863106,2
-25.0392539,151.865985,2
-25.0379491,151.8630045,2
-25.0394685,151.8578863,2
-25.0375185,151.8583825,2
-24.9521316,151.8865617,2
-24.9516856,151.8938908,2
-24.9451002,151.8962891,2
-24.9421495,151.9014124,2
-24.9461612,151.9068584,2
-24.9398878,151.9119857,2
-24.94523,151.9135015,2
-24.9415245,151.9156391,2
-24.9443724,151.9184976,2
-24.9478365,151.9234958,2
-24.9455315,151.9263653,2
-24.9408231,151.9240222,2
-24.9386833,151.9279186,2
-24.9489551,151.9372944,2
-24.9491217,151.9388882,2
-24.9468345,151.9358052,2
-24.9398184,151.9374789,2
-24.9434492,151.9480619,2
-24.939575,151.9482552,2
-24.9277685,151.9507579,2
-24.924378,151.9460397,2
-24.9102859,151.9448466,2
-24.9158511,151.9281969,2
-24.9158511,151.9281969,2
-24.9158511,151.9281969,2
-24.9158511,151.9281969,2
-24.8950951,151.9094754,2
-24.9025067,151.8989704,2
-24.9042726,151.8929459,2
-24.9074931,151.8862344,2
-24.9144238,151.8838048,2
-24.9154848,151.884342,2
-24.9123202,151.8760976,2
-24.9106542,151.873926,2
-24.8722336,151.832788,2
-24.8600826,151.8244869,2
-24.8632096,151.8161579,2
-24.8657425,151.8120583,2
-24.8587331,151.8170394,2
-24.8617558,151.8000247,2
-24.8642948,151.7930459,2
-24.8588021,151.7881099,2
-24.8730933,151.6963431,2
-24.8725042,151.6857886,2
-24.8660442,151.6798929,2
-24.8730206,151.665356,2
-24.8597726,151.6752737,2
-24.8592521,151.6771861,2
-24.8464087,151.688346,2
-24.8581326,151.6907361,2
-24.850974,151.6991583,2
-24.8571688,151.7022133,2
-24.8404625,151.7985313,2
-24.84392,151.805457,2
-24.8432344,151.8027226,2
-24.8307664,151.8015717,2
-24.8476432,151.8162508,2
-24.8449422,151.8157253,2
-24.8380582,151.8323576,2
-24.8506248,151.8235272,2
-24.8561323,151.8377754,2
-24.8615125,151.8421871,2
-24.8626188,151.8487271,2
-24.8690054,151.8642324,2
-24.8745237,151.8708398,2
-24.8855635,151.9122206,2
-24.9158511,151.9281969,2
-24.9158511,151.9281969,3
-24.9277137,151.9195195,3
-24.9282717,151.919585,3
-24.9308233,151.9144559,3
-24.9268735,151.9087353,3
-24.9266981,151.9045059,3
-24.9433659,151.8739836,3
-24.9402418,151.8719414,3
-24.9519398,151.6926923,3
-24.9649581,151.6712886,3
-24.9609967,151.6613455,3
-24.9647759,151.6586608,3
-24.9687067,151.65654,3
-24.9614543,151.6595332,3
-24.9531908,151.6938954,3
-24.9226914,151.8723932,3
-24.9268168,151.8750144,3
-24.9314354,151.8747831,3
-24.9304131,151.8815276,3
-24.9274627,151.8767916,3
-24.9234868,151.8942599,3
-24.9158511,151.9281969,3
-24.9158511,151.9281969,3
-24.9208587,151.9371144,3
-24.925991,151.9340919,3
-24.9317045,151.9088768,3
-24.9339316,151.9093372,3
-24.9327251,151.8916693,3
-24.9334052,151.8966502,3
-24.932077,151.8904294,3
-24.9353641,151.8856478,3
-24.9299495,151.8790216,3
-24.9462344,151.8828136,3
-24.9491408,151.8826794,3
-24.9474857,151.8886425,3
-25.0333685,151.8498546,3
-25.0407244,151.845361,3
-25.0430142,151.8410399,3
-25.0488301,151.8539497,3
-25.0557944,151.8551747,3
-25.0577224,151.8611589,3
-25.0531565,151.8611688,3
-25.0603397,151.8589499,3
-25.0653544,151.8605807,3
-25.0684328,151.8674982,3
-25.0727521,151.861509,3
-25.0776475,151.8546652,3
-25.0829469,151.858648,3
-25.0673009,151.8504468,3
-25.0648043,151.849192,3
-25.0717194,151.844659,3
-25.0683359,151.8407437,3
-25.072572,151.8395078,3
-25.0793079,151.8348552,3
-25.0763962,151.8341224,3
-25.0711272,151.8284814,3
-25.0742515,151.8218035,3
-25.0755171,151.8149663,3
-25.0816187,151.8100715,3
-25.0811595,151.8008185,3
-25.0774383,151.8007492,3
-25.0705434,151.7983775,3
-25.0659397,151.7938994,3
-25.060471,151.7919556,3
-25.0541874,151.79568,3
-25.0593686,151.7942791,3
-25.0483004,151.788524,3
-25.0411359,151.789828,3
-25.0379336,151.8074032,3
-25.0390752,151.8049767,3
-25.039742,151.8029144,3
-25.0401373,151.8110474,3
-25.03781,151.8165349,3
-25.0346183,151.8215561,3
-25.0420731,151.8176949,3
-25.0505596,151.8193369,3
-25.0562586,151.8127905,3
-25.0644217,151.8092557,3
-25.0668523,151.8169759,3
-25.067253,151.8254988,3
-25.0645885,151.8330169,3
-25.0628495,151.8381882,3
-25.0607102,151.8418682,3
-25.0510257,151.8417141,3
-25.0524175,151.8379729,3
-25.0475958,151.8363747,3
-25.0403543,151.8313341,3
-25.0483057,151.8300701,3
-25.05361,151.8292053,3
-25.0564531,151.8249709,3
-25.0528047,151.8186562,3
-25.0549826,151.8159817,3
-25.0542096,151.8081831,3
-25.057099,151.8028583,3
-25.0670841,151.8107078,3
-25.0776435,151.819683,3
-25.0864504,151.8292827,3
-25.0939947,151.8282776,3
-25.096625,151.8234755,3
-25.1022982,151.7885576,3
-25.0917454,151.7898339,3
-25.0650518,151.7907551,3
-25.0704286,151.7938793,3
-25.0768587,151.7948384,3
-25.0838611,151.7959716,3
-25.087945,151.7996915,3
-25.0921119,151.8040365,3
-25.093939,151.8048395,3
-25.0981336,151.8041281,3
-25.1026817,151.8028344,3
-25.0986421,151.8161009,3
-25.0909325,151.8185676,3
-25.0927268,151.8244289,3
-25.0864877,151.8306866,3
-25.0917997,151.8354023,3
-25.1051286,151.8439332,3
-25.1001703,151.8423199,3
-25.0938713,151.8367444,3
-25.0914586,151.8414965,3
-25.0909383,151.8501642,3
-25.0870956,151.8564623,3
-25.0891822,151.8568504,3
-25.0868875,151.8500571,3
-25.099978,151.8575762,3
-25.1167445,151.8633394,3
-25.1144836,151.8512536,3
-25.1077049,151.8562702,3
-25.1013605,151.8561115,3
-25.0935243,151.8576659,3
-25.0913393,151.8641504,3
-25.0843823,151.8671982,3
-25.0794882,151.8687657,3
-25.0542871,151.8721571,3
-25.0431848,151.8649963,3
-25.0445452,151.863106,3
-25.0392539,151.865985,3
-25.0379491,151.8630045,3
-25.0394685,151.8578863,3
-25.0375185,151.8583825,3
-24.9521316,151.8865617,3
-24.9516856,151.8938908,3
-24.9451002,151.8962891,3
-24.9421495,151.9014124,3
-24.9461612,151.9068584,3
-24.9398878,151.9119857,3
-24.94523,151.9135015,3
-24.9415245,151.9156391,3
-24.9443724,151.9184976,3
-24.9478365,151.9234958,3
-24.9455315,151.9263653,3
-24.9408231,151.9240222,3
-24.9386833,151.9279186,3
-24.9489551,151.9372944,3
-24.9491217,151.9388882,3
-24.9468345,151.9358052,3
-24.9398184,151.9374789,3
-24.9434492,151.9480619,3
-24.939575,151.9482552,3
-24.9277685,151.9507579,3
-24.924378,151.9460397,3
-24.9102859,151.9448466,3
-24.9158511,151.9281969,3
-24.9158511,151.9281969,3
-24.9158511,151.9281969,3
-24.9158511,151.9281969,3
-24.8950951,151.9094754,3
-24.9025067,151.8989704,3
-24.9042726,151.8929459,3
-24.9074931,151.8862344,3
-24.9144238,151.8838048,3
-24.9154848,151.884342,3
-24.9123202,151.8760976,3
-24.9106542,151.873926,3
-24.8722336,151.832788,3
-24.8600826,151.8244869,3
-24.8632096,151.8161579,3
-24.8657425,151.8120583,3
-24.8587331,151.8170394,3
-24.8617558,151.8000247,3
-24.8642948,151.7930459,3
-24.8588021,151.7881099,3
-24.8730933,151.6963431,3
-24.8725042,151.6857886,3
-24.8660442,151.6798929,3
-24.8730206,151.665356,3
-24.8597726,151.6752737,3
-24.8592521,151.6771861,3
-24.8464087,151.688346,3
-24.8581326,151.6907361,3
-24.850974,151.6991583,3
-24.8571688,151.7022133,3
-24.8404625,151.7985313,3
-24.84392,151.805457,3
-24.8432344,151.8027226,3
-24.8307664,151.8015717,3
-24.8476432,151.8162508,3
-24.8449422,151.8157253,3
-24.8380582,151.8323576,3
-24.8506248,151.8235272,3
-24.8561323,151.8377754,3
-24.8615125,151.8421871,3
-24.8626188,151.8487271,3
-24.8690054,151.8642324,3
-24.8745237,151.8708398,3
-24.8855635,151.9122206,3
-24.9158511,151.9281969,3
